Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,Planarity,SA Score,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
0_175_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S)ncc3nonc:23)c1OC,-5.453861,-3.062001,2.39186,0.9138622932410124,3.556307005407411,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_176_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(Br)ncc3nonc:23)c1OC,-5.4366,-3.241149,2.195452,0.9786747278932432,3.4419012361766423,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_177_imine_B,COc1cc2cc[nH]c2c(N=CC2:cncc3nonc:23)c1OC,-5.411799,-3.035728,2.376071,0.9681703508946508,3.285276760033973,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_178_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C)ncc3nonc:23)c1OC,-5.379269,-2.944127,2.435142,0.9768442280869434,3.310049313099719,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_179_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ncc3nonc:23)c1OC,-5.531147,-3.488148,2.042999,0.9943810015678278,3.43680425869443,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_180_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(OC(C)=O)cc3nonc:23)c1OC,-5.545997,-3.122952,2.423045,0.9814168586292776,3.467111198508817,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_181_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(NC(C)=O)cc3nonc:23)c1OC,-5.502068,-2.967947,2.534122,0.9874141161615562,3.3729556215857395,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_182_imine_B,CNc1cc2nonc2:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):n1,-5.345578,-2.685483,2.660095,0.9875098279424602,3.442082412540583,imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_183_imine_B,COc1cc2nonc2:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):n1,-5.459103,-2.975779,2.483323,0.99015990432556,3.379001181771353,imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_184_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C=O)cc3nonc:23)c1OC,-5.582447,-3.371453,2.210994,0.9900605521870174,3.526217181771353,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_185_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(S(=O)(=O)O)cc3nonc:23)c1OC,-5.814605,-3.637844,2.176761,0.9719936212348138,3.559650193153412,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_186_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C(F)(F)F)cc3nonc:23)c1OC,-5.655386,-3.332815,2.322571,0.9922642027039508,3.45308738886909,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_187_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(F)cc3nonc:23)c1OC,-5.513216,-3.160946,2.352271,0.995803050657776,3.4769223900227963,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_188_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(O)cc3nonc:23)c1OC,-5.514811,-3.021738,2.493073,0.9871336510052702,3.485620466945873,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_189_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(S)cc3nonc:23)c1OC,-5.614421,-3.147481,2.466941,0.9884947231124694,3.636128159253566,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_190_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(Br)cc3nonc:23)c1OC,-5.564492,-3.264244,2.300247,0.9926354300449431,3.496807005407412,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_191_imine_B,COc1cc2cc[nH]c2c(N=CC2:nccc3nonc:23)c1OC,-5.383455,-2.985451,2.398004,0.9948693654583436,3.263239617176831,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_192_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C)cc3nonc:23)c1OC,-5.345468,-2.915603,2.429865,0.9946941005447848,3.3184262361766423,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_193_imine_B,COc1cc2cc[nH]c2c(N=CC2:nc(C#N)cc3nonc:23)c1OC,-5.735754,-3.521027,2.214727,0.9941688346970708,3.5249137971559685,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_194_imine_B,COc1cc2cc[nH]c2c(N=CC2:nncc3nonc:23)c1OC,-5.529232,-3.302297,2.226935,0.991609253524582,3.467933243550457,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_195_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(OC(C)=O)nc:23)c1OC,-5.038511,-2.475936,2.562575,0.9735771197985325,3.519299083124201,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_196_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(NC(C)=O)nc:23)c1OC,-4.967802,-2.397038,2.570764,0.9670574819294276,3.434240429278048,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_197_imine_B,CNc1cnc2co:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.717183,-2.061284,2.655899,0.9729408375175128,3.5118928740790443,imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_198_imine_B,COc1cnc2co:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):c2n1,-4.926578,-2.193471,2.733107,0.9744633655621964,3.442322412540584,imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_199_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C=O)nc:23)c1OC,-5.261862,-3.057362,2.204499,0.9824654416258108,3.584714412540584,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_200_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(S(=O)(=O)O)nc:23)c1OC,-5.252558,-3.090642,2.161916,0.990889690140033,3.669176775431893,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_201_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C(F)(F)F)nc:23)c1OC,-5.209692,-2.833855,2.375837,0.9852802448724208,3.5166429877006378,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_202_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(F)nc:23)c1OC,-5.084446,-2.571559,2.512888,0.9802908107329292,3.578462774638181,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_203_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(O)nc:23)c1OC,-4.967495,-2.313743,2.653752,0.969474725916357,3.645605082330488,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_204_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(S)nc:23)c1OC,-5.027955,-2.494013,2.533943,0.9719211801710396,3.7697454669458734,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_205_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(Br)nc:23)c1OC,-5.149232,-2.709466,2.439766,0.982833593224079,3.563107005407412,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_206_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nccnc:23)c1OC,-5.036062,-2.501911,2.534151,0.9799432101872716,3.3817191776163917,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_207_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C)nc:23)c1OC,-4.969994,-2.342393,2.6276,0.97459661438499,3.416999313099719,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_208_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3ncc(C#N)nc:23)c1OC,-5.308204,-3.142404,2.1658,0.9861507795173928,3.575659027925199,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_209_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(OC(C)=O)cnc:23)c1OC,-5.0534,-2.492704,2.560696,0.9774473889579902,3.530628698508817,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_210_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(NC(C)=O)cnc:23)c1OC,-4.979397,-2.396267,2.58313,0.9789059089557158,3.4300398523549696,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_211_imine_B,CNc1cnc2:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.832903,-2.132554,2.70035,0.979423685820916,3.50741225869443,imine,Amine,DHI,Unmethlyated,7 - DHI,imine
0_212_imine_B,COc1cnc2:C(C=Nc3c(OC)c(OC)cc4cc[nH]c34):occ2n1,-4.96987,-2.257176,2.712694,0.9833246589851754,3.454407335617506,imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_213_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C=O)cnc:23)c1OC,-5.191492,-2.987641,2.203852,0.9807620890276858,3.5829107202328903,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_214_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(S(=O)(=O)O)cnc:23)c1OC,-5.358992,-3.208706,2.150286,0.9801563058798388,3.6483514589761983,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_215_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C(F)(F)F)cnc:23)c1OC,-5.197131,-2.823909,2.373222,0.9727067387437168,3.530180670271232,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_216_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(F)cnc:23)c1OC,-5.139715,-2.619243,2.520472,0.980916707919119,3.589778159253565,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_217_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(O)cnc:23)c1OC,-5.016228,-2.367515,2.648713,0.9793290855325684,3.640122390022796,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_218_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(S)cnc:23)c1OC,-5.065784,-2.507152,2.558632,0.978303044773034,3.781060851561258,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_219_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(Br)cnc:23)c1OC,-5.26612,-2.782955,2.483164,0.982278865777153,3.5802127746381807,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_220_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C)cnc:23)c1OC,-4.984768,-2.354933,2.629836,0.9780823996700456,3.424480082330489,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_221_imine_B,COc1cc2cc[nH]c2c(N=CC2:occ3nc(C#N)cnc:23)c1OC,-5.29109,-3.115298,2.175792,0.9815902085086712,3.586521797155968,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_222_imine_B,COc1cc2cc[nH]c2c(N=CC2:scc3sc(=S)sc:23)c1OC,-5.293009,-2.348898,2.944111,0.9641874630552584,3.625822770545202,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_227_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3c:2SCS3)c1OC,-5.294327,-2.027109,3.267219,0.945398717052136,3.61298825869443,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_241_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3c:2SCS3)c1OC,-5.23876,-2.019811,3.21895,0.9800284943097092,3.605934104848276,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_254_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(C=O)cc:23)c1OC,-5.219307,-2.191311,3.027997,0.9344106903147588,2.807899926335063,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_255_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(S(=O)(=O)O)cc:23)c1OC,-5.194932,-2.150686,3.044246,0.9210116975413272,2.808709762046554,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_263_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ccc(C#N)cc:23)c1OC,-5.240025,-2.205594,3.034431,0.9425312785076512,2.7869886837315114,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_268_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(C=O)ccc:23)c1OC,-5.196303,-2.14976,3.046543,0.9287363022388966,2.7853164943824,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_269_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(S(=O)(=O)O)ccc:23)c1OC,-5.271572,-2.167846,3.103726,0.9297838241251244,2.7859142648608124,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_276_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3cc(C#N)ccc:23)c1OC,-5.270925,-2.180314,3.090611,0.9381897294713436,2.7694786245599143,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_282_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3ccccc:23)c1OC,-5.174686,-2.099301,3.075385,0.9797701604511548,2.835001109767015,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_283_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S(=O)(=O)O)ccc3ccccc:23)c1OC,-5.378902,-2.510675,2.868226,0.742969128632327,2.866772426211657,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_290_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ccc3ccccc:23)c1OC,-5.095431,-2.307478,2.787953,0.9453146481340268,2.828624778406068,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_295_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3ccccc:23)c1OC,-5.200647,-2.175183,3.025465,0.9315156122309228,2.8309235949741165,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_296_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S(=O)(=O)O)cc3ccccc:23)c1OC,-5.233774,-2.186702,3.047072,0.9543009330315756,2.841119893378636,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_303_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C#N)cc3ccccc:23)c1OC,-5.266648,-2.203691,3.062957,0.9457353319870658,2.8227383878735246,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_304_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(OC(C)=O)cnc:23)c1OC,-5.091154,-2.218985,2.872169,0.9285079355260524,3.06391811892623,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_305_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(NC(C)=O)cnc:23)c1OC,-5.031859,-2.129965,2.901894,0.9339327520291396,2.966965014199632,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_308_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C=O)cnc:23)c1OC,-5.215236,-2.719949,2.495286,0.9438319132302028,3.079495784323229,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_309_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(S(=O)(=O)O)cnc:23)c1OC,-5.358039,-2.933389,2.424651,0.9394049237240192,3.171271300508092,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_310_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C(F)(F)F)cnc:23)c1OC,-5.312098,-2.617329,2.694769,0.9392239620482256,3.057423833341113,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_311_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(F)cnc:23)c1OC,-5.163067,-2.332845,2.830222,0.9369685063246276,3.0632977971559683,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_312_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(O)cnc:23)c1OC,-5.064515,-2.104155,2.96036,0.934720301217804,3.111628258694431,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_313_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(S)cnc:23)c1OC,-5.113463,-2.235748,2.877715,0.9397803110730314,3.2469291817713524,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_314_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(Br)cnc:23)c1OC,-5.201842,-2.44733,2.754512,0.9322756678466388,3.0541150279251994,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_315_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nccnc:23)c1OC,-5.090134,-2.205483,2.88465,0.9359463471395468,2.8448729432367053,imine,none,DHI,Unmethlyated,7 - DHI,imine
0_316_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C)cnc:23)c1OC,-5.048582,-2.080416,2.968166,0.9334447364906024,2.904611643309813,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_317_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3nc(C#N)cnc:23)c1OC,-5.302841,-2.812864,2.489976,0.9457795693483122,3.082967973672341,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_318_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(OC(C)=O)nc:23)c1OC,-5.108089,-2.210984,2.897105,0.9365868923300268,3.047017470177389,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_319_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(NC(C)=O)nc:23)c1OC,-5.109515,-2.147683,2.961832,0.9263691489144524,2.9650332255063976,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_322_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C=O)nc:23)c1OC,-5.252524,-2.763385,2.48914,0.9404411190507737,3.074866198524412,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_323_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(S(=O)(=O)O)nc:23)c1OC,-5.398854,-2.904897,2.493957,0.9366633462032138,3.185281244222913,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_324_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C(F)(F)F)nc:23)c1OC,-5.200838,-2.541096,2.659742,0.932969807477307,3.0383279609208493,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_325_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(F)nc:23)c1OC,-5.137316,-2.302348,2.834968,0.9432294457846288,3.045816566386737,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_326_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(O)nc:23)c1OC,-5.091224,-2.091103,3.000121,0.9260676271371676,3.110273181771353,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_327_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(S)nc:23)c1OC,-5.216334,-2.289675,2.926659,0.9399207833846126,3.229447951002122,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_328_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(Br)nc:23)c1OC,-5.175204,-2.426592,2.748612,0.9398981998652988,3.0310750279251986,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_329_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C)nc:23)c1OC,-5.049748,-2.075715,2.974034,0.9280595624566212,2.8908116433098137,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_330_imine_B,COc1cc2cc[nH]c2c(N=CC2:cccc3ncc(C#N)nc:23)c1OC,-5.280681,-2.822555,2.458126,0.9595550948196928,3.0661590979326965,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_331_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(OC(C)=O)cc3nccnc:23)c1OC,-5.07744,-2.246316,2.831125,0.9359556542742654,3.0568665897325307,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_332_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(NC(C)=O)cc3nccnc:23)c1OC,-5.152218,-2.171425,2.980793,0.917647631535882,3.015182993810382,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_334_imine_B,COc1c:C(C=Nc2c(OC)c(OC)cc3cc[nH]c23):c2nccnc2c1,-5.108651,-2.156866,2.951784,0.941620415892815,2.9625188612463056,imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_335_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C=O)cc3nccnc:23)c1OC,-5.250333,-2.688764,2.56157,0.9412304763862576,3.138856731068791,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_336_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S(=O)(=O)O)cc3nccnc:23)c1OC,-5.280961,-2.70341,2.577551,0.9647747210562858,3.125276741408654,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_337_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C(F)(F)F)cc3nccnc:23)c1OC,-5.316222,-2.564983,2.751239,0.9450843160499244,3.0752296494761966,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_338_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(F)cc3nccnc:23)c1OC,-5.288757,-2.401835,2.886922,0.9588085209405406,3.0166750279251997,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_339_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(O)cc3nccnc:23)c1OC,-5.153192,-2.188892,2.9643,0.9255834218874416,3.0864781048482754,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_340_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(S)cc3nccnc:23)c1OC,-5.176938,-2.299597,2.87734,0.9304595356003303,3.301922412540584,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_341_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(Br)cc3nccnc:23)c1OC,-5.214587,-2.444205,2.770382,0.9451604252055372,3.033908874079044,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_342_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C)cc3nccnc:23)c1OC,-5.072336,-2.122059,2.950278,0.9330011160316224,2.9853827202328915,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_343_imine_B,COc1cc2cc[nH]c2c(N=CC2:cc(C#N)cc3nccnc:23)c1OC,-5.315701,-2.730449,2.585252,0.9567618882615576,3.122143713317312,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_344_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(OC(C)=O)ccc3nccnc:23)c1OC,-5.147897,-2.371968,2.775929,0.847846958984777,3.0385112607241904,imine,Acetate,DHI,Unmethlyated,7 - DHI,imine
0_345_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(NC(C)=O)ccc3nccnc:23)c1OC,-5.360658,-2.297968,3.062689,0.8888267953041527,3.054549444227435,imine,Amide,DHI,Unmethlyated,7 - DHI,imine
0_347_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(OC)ccc3nccnc:23)c1OC,-5.035373,-2.183714,2.851659,0.9277365440190888,2.959165606808435,imine,Methoxy,DHI,Unmethlyated,7 - DHI,imine
0_348_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C=O)ccc3nccnc:23)c1OC,-5.249371,-2.517672,2.7317,0.9811026962233272,3.1248490387610985,imine,carbonyl,DHI,Unmethlyated,7 - DHI,imine
0_349_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S(=O)(=O)O)ccc3nccnc:23)c1OC,-5.414829,-3.003926,2.410903,0.8316105802649502,3.1424814318401744,imine,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,imine
0_350_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C(F)(F)F)ccc3nccnc:23)c1OC,-5.158114,-2.512826,2.645288,0.9147609681622328,3.119197942159124,imine,Trifloro,DHI,Unmethlyated,7 - DHI,imine
0_351_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(F)ccc3nccnc:23)c1OC,-5.078136,-2.280092,2.798044,0.9766639590138916,3.000124258694429,imine,F,DHI,Unmethlyated,7 - DHI,imine
0_352_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(O)ccc3nccnc:23)c1OC,-5.307233,-2.16676,3.140473,0.9206151523886348,3.036367951002122,imine,OH,DHI,Unmethlyated,7 - DHI,imine
0_353_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(S)ccc3nccnc:23)c1OC,-5.227024,-2.254557,2.972467,0.8885683284875134,3.223080566386738,imine,SH,DHI,Unmethlyated,7 - DHI,imine
0_354_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(Br)ccc3nccnc:23)c1OC,-5.158771,-2.377514,2.781257,0.9348530816051508,3.067185797155968,imine,Br,DHI,Unmethlyated,7 - DHI,imine
0_355_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C)ccc3nccnc:23)c1OC,-5.127915,-2.200773,2.927142,0.8860555881280575,2.990823335617506,imine,methyl,DHI,Unmethlyated,7 - DHI,imine
0_356_imine_B,COc1cc2cc[nH]c2c(N=CC2:c(C#N)ccc3nccnc:23)c1OC,-5.175554,-2.759799,2.415755,0.9899579508216508,3.1184727074001524,imine,cyanide,DHI,Unmethlyated,7 - DHI,imine
0_29_thio_B,COc1cc(C2:c(OC(C)=O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-4.98152,-2.483871,2.497649,0.8867091850046565,3.176182943925125,thio,Acetate,DHI,Unmethlyated,7 - DHI,thio
0_30_thio_B,COc1cc(C2:c(NC(C)=O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.10601,-2.349606,2.756404,0.7481495721234002,3.143781470930035,thio,Amide,DHI,Unmethlyated,7 - DHI,thio
0_31_thio_B,CNc1ccc2nsnc2:C:1c1cc(OC)c(-c2c(OC)c(OC)cc3cc[nH]c23)s1,-4.760867,-2.085514,2.675353,0.7878528258148503,3.1956679214070647,thio,Amine,DHI,Unmethlyated,7 - DHI,thio
0_32_thio_B,COc1cc(C2:c(OC)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-4.909667,-2.416864,2.492802,0.7562491068067723,3.0874750087017926,thio,Methoxy,DHI,Unmethlyated,7 - DHI,thio
0_33_thio_B,COc1cc(C2:c(C=O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.154691,-2.809196,2.345494,0.7500335468995467,3.233844412331869,thio,carbonyl,DHI,Unmethlyated,7 - DHI,thio
0_34_thio_B,COc1cc(C2:c(S(=O)(=O)O)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.277734,-2.968444,2.309291,0.6239471940344923,3.237727894033356,thio,Sulfonic Acid,DHI,Unmethlyated,7 - DHI,thio
0_35_thio_B,COc1cc(C2:c(C(F)(F)F)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.174645,-2.820054,2.354591,0.6335013462590378,3.2262832290209484,thio,Trifloro,DHI,Unmethlyated,7 - DHI,thio
0_36_thio_B,COc1cc(C2:c(F)ccc3nsnc:23)sc1-c1c(OC)c(OC)cc2cc[nH]c12,-5.069752,-2.639025,2.430727,0.7883247867289338,3.12254702021583,thio,F,DHI,Unmethlyated,7 - DHI,thio
