Name,SMILES,HOMO /eV,LUMO /eV,EG /eV,SA Score,Planarity,Linker Type,Fragment Functional Group,Eumelanin Type,Eumelanin Func Type,Eumelanin Bonded Type,Eumelanin Linker Type
7_104_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(S(=O)(=O)O)cnc:12,-5.40658,-2.919816,2.486764,3.4543374171556103,0.6526467511054833,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_105_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(C(F)(F)F)cnc:12,-5.058062,-2.505872,2.55219,3.360982494078687,0.8099595038304883,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_106_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(F)cnc:12,-5.119887,-2.261546,2.858341,3.3497164796412964,0.6422197100460941,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_108_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(S)cnc:12,-5.049498,-2.178891,2.870607,3.4978063059440254,0.6389433046920431,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_109_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(Br)cnc:12,-5.016506,-2.430604,2.585902,3.342311020584224,0.8734997286514389,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_111_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2nc(C#N)cnc:12,-5.092321,-2.682918,2.409403,3.3707209962691707,0.8032173163103691,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_139_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(OC(C)=O)ccc2nonc:12,-5.292077,-2.291003,3.001074,3.174941115556221,0.5491554926500986,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_140_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(NC(C)=O)ccc2nonc:12,-5.447179,-2.22547,3.221709,3.1447852892043544,0.43514392528095464,Thiophene,Amide,DHICA,Unmethlyated,4 - DHICA,thio
7_142_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(OC)ccc2nonc:12,-5.318102,-2.278966,3.039136,3.08184551549994,0.5594348703738065,Thiophene,Methoxy,DHICA,Unmethlyated,4 - DHICA,thio
7_143_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C=O)ccc2nonc:12,-5.553812,-2.71691,2.836902,3.2175421501153245,0.6373045207541427,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_144_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(S(=O)(=O)O)ccc2nonc:12,-5.701204,-2.874998,2.826206,3.2312121863863794,0.4311818496182908,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_145_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C(F)(F)F)ccc2nonc:12,-5.430423,-2.693376,2.737047,3.220568647924841,0.3267410010237397,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_146_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(F)ccc2nonc:12,-5.280218,-2.347483,2.932735,3.1080713183509747,0.5658360169622569,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_147_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(O)ccc2nonc:12,-5.224303,-2.070304,3.153999,3.128258415125167,0.6690232089046688,Thiophene,OH,DHICA,Unmethlyated,4 - DHICA,thio
7_148_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(S)ccc2nonc:12,-5.415394,-2.282736,3.132659,3.2696991099142485,0.393566772554976,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_149_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(Br)ccc2nonc:12,-5.434739,-2.486422,2.948317,3.1548072984998567,0.45890816125040124,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_150_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nonc:12,-5.162562,-2.257555,2.905008,2.9901576849149567,0.7971093477061914,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_151_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C)ccc2nonc:12,-5.305435,-2.190005,3.11543,3.092649978400601,0.4841028585799961,Thiophene,methyl,DHICA,Unmethlyated,4 - DHICA,thio
7_152_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C#N)ccc2nonc:12,-5.548592,-2.810327,2.738265,3.205800323192248,0.6472963623566648,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_153_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(OC(C)=O)cc2nonc:12,-5.211755,-2.301089,2.910667,3.203942638785466,0.8001478664084293,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_154_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(NC(C)=O)cc2nonc:12,-5.2113,-2.245228,2.966072,3.148643019592777,0.8754926628682271,Thiophene,Amide,DHICA,Unmethlyated,4 - DHICA,thio
7_156_thio_A,COc1c:C(c2sc(-c3c(OC)c(OC)cc4[nH]c(C(=O)O)cc34)cc2OC):c2nonc2c1,-5.14063,-2.069421,3.071209,3.10899551549994,0.7972853472702544,Thiophene,Methoxy,DHICA,Unmethlyated,4 - DHICA,thio
7_157_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C=O)cc2nonc:12,-5.368665,-2.791885,2.57678,3.2437258039614782,0.7996636235073844,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_158_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(S(=O)(=O)O)cc2nonc:12,-5.461038,-2.779687,2.68135,3.238358186386379,0.8004199759514347,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_159_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C(F)(F)F)cc2nonc:12,-5.394485,-2.576515,2.81797,3.212812032540226,0.8027423658378433,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_160_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(F)cc2nonc:12,-5.308165,-2.363348,2.944816,3.135497124802587,0.7973318867362714,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_161_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(O)cc2nonc:12,-5.222776,-2.207109,3.015667,3.196173055323678,0.7962192718846276,Thiophene,OH,DHICA,Unmethlyated,4 - DHICA,thio
7_162_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(S)cc2nonc:12,-5.277777,-2.339973,2.937804,3.3577249163658625,0.7977802846770203,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_163_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(Br)cc2nonc:12,-5.344242,-2.487742,2.856501,3.165044519343529,0.797898779262001,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_164_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C)cc2nonc:12,-5.139058,-2.160543,2.978514,3.111367596266607,0.7984795324360789,Thiophene,methyl,DHICA,Unmethlyated,4 - DHICA,thio
7_165_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C#N)cc2nonc:12,-5.530403,-2.835259,2.695144,3.2237584962691708,0.6765445962465878,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_166_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(OC(C)=O)ncc2nonc:12,-5.384817,-2.729282,2.655536,3.371885517688741,0.5678002748703159,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_167_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(NC(C)=O)ncc2nonc:12,-5.485218,-2.64105,2.844168,3.314034641831923,0.5066086350218673,Thiophene,Amide,DHICA,Unmethlyated,4 - DHICA,thio
7_168_thio_A,CNc1ncc2nonc2:C:1c1sc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)cc1OC,-5.068787,-2.379904,2.688883,3.333812342423018,0.5770665424020257,Thiophene,Amine,DHICA,Unmethlyated,4 - DHICA,thio
7_169_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(OC)ncc2nonc:12,-5.120068,-2.584953,2.535114,3.276285900115325,0.5851656975620041,Thiophene,Methoxy,DHICA,Unmethlyated,4 - DHICA,thio
7_170_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C=O)ncc2nonc:12,-5.467416,-2.99676,2.470656,3.413605130884555,0.657356277686833,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_171_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(S(=O)(=O)O)ncc2nonc:12,-5.653378,-3.285074,2.368305,3.446986494078688,0.6329399166315899,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_172_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C(F)(F)F)ncc2nonc:12,-5.51045,-2.936958,2.573493,3.373259878694072,0.6146363251379,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_173_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(F)ncc2nonc:12,-5.397826,-2.80276,2.595066,3.3128782662417926,0.6180888503295162,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_174_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(O)ncc2nonc:12,-5.19461,-2.630457,2.564154,3.358131367978765,0.5687843442755621,Thiophene,OH,DHICA,Unmethlyated,4 - DHICA,thio
7_175_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(S)ncc2nonc:12,-5.398539,-2.70545,2.693089,3.4446787625197075,0.566474059303907,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_176_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(Br)ncc2nonc:12,-5.488445,-2.93464,2.553806,3.3561065540829844,0.527914327365487,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_177_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cncc2nonc:12,-5.320285,-2.623821,2.696464,3.200331649411998,0.7963846127946723,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_178_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C)ncc2nonc:12,-5.403543,-2.566151,2.837392,3.241086702966358,0.5583694770721235,Thiophene,methyl,DHICA,Unmethlyated,4 - DHICA,thio
7_179_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C#N)ncc2nonc:12,-5.694169,-3.149214,2.544954,3.3708522462691715,0.6254799290060128,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_180_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(OC(C)=O)cc2nonc:12,-5.454374,-2.574131,2.880243,3.373641648686456,0.7920246407251481,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_181_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(NC(C)=O)cc2nonc:12,-5.399592,-2.458009,2.941583,3.285046827665892,0.7981199542987418,Thiophene,Amide,DHICA,Unmethlyated,4 - DHICA,thio
7_182_thio_A,CNc1cc2nonc2:C(c2sc(-c3c(OC)c(OC)cc4[nH]c(C(=O)O)cc34)cc2OC):n1,-5.206831,-2.285561,2.92127,3.304643111653786,0.7966717719122803,Thiophene,Amine,DHICA,Unmethlyated,4 - DHICA,thio
7_183_thio_A,COc1cc2nonc2:C(c2sc(-c3c(OC)c(OC)cc4[nH]c(C(=O)O)cc34)cc2OC):n1,-5.344282,-2.533542,2.81074,3.2701070539614783,0.8494130727471642,Thiophene,Methoxy,DHICA,Unmethlyated,4 - DHICA,thio
7_184_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(C=O)cc2nonc:12,-5.579423,-2.891309,2.688114,3.381802246269171,0.7951275104553897,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_185_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(S(=O)(=O)O)cc2nonc:12,-5.880421,-3.146853,2.733568,3.449808340232533,0.8546433583454522,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_186_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(C(F)(F)F)cc2nonc:12,-5.613957,-2.791423,2.822534,3.3548486479248414,0.7902843986276769,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_187_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(F)cc2nonc:12,-5.517278,-2.654908,2.862369,3.3328226831152428,0.7947648928509323,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_188_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(O)cc2nonc:12,-5.467073,-2.570824,2.896249,3.3525616409316186,0.8065498023810181,Thiophene,OH,DHICA,Unmethlyated,4 - DHICA,thio
7_189_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(S)cc2nonc:12,-5.465233,-2.591679,2.873554,3.469083725298864,0.7950378299244841,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_190_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(Br)cc2nonc:12,-5.573428,-2.803636,2.769791,3.336631119839806,0.8704859836757294,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_191_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nccc2nonc:12,-5.415627,-2.529201,2.886426,3.144193864120368,0.8048446842327516,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_192_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(C)cc2nonc:12,-5.338544,-2.453806,2.884739,3.210918464752959,0.7969854967955907,Thiophene,methyl,DHICA,Unmethlyated,4 - DHICA,thio
7_193_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nc(C#N)cc2nonc:12,-5.658811,-2.967821,2.690991,3.390865707807632,0.8005091435763232,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_194_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:nncc2nonc:12,-5.545043,-2.839789,2.705254,3.30209327240439,0.8741909028391113,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_195_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(OC(C)=O)nc:12,-4.830925,-2.097846,2.733078,3.408710803294224,0.8106223154326256,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_199_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(C=O)nc:12,-5.092925,-2.688668,2.404257,3.424226284730709,0.8209234589261818,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_200_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(S(=O)(=O)O)nc:12,-5.098363,-2.552606,2.545758,3.523510032540225,0.8474819470620413,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_201_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(C(F)(F)F)nc:12,-5.044847,-2.432908,2.611939,3.403008340232533,0.8140877855009947,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_202_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(F)nc:12,-4.883679,-2.140454,2.743224,3.3976450156214444,0.7535869091834223,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_204_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(S)nc:12,-4.774988,-2.129224,2.645764,3.545734841924175,0.8259693304511737,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_205_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(Br)nc:12,-4.95151,-2.281618,2.669893,3.385756678152463,0.7929057234006612,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_206_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nccnc:12,-4.80971,-2.120649,2.689061,3.228188285084018,0.8454600073521849,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_208_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2ncc(C#N)nc:12,-5.120027,-2.707632,2.412395,3.4171517654999395,0.8008016241630459,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_209_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(OC(C)=O)cnc:12,-4.799539,-2.147669,2.65187,3.4176847560741166,0.8739688715382339,Thiophene,Acetate,DHICA,Unmethlyated,4 - DHICA,thio
7_213_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(C=O)cnc:12,-5.017513,-2.620301,2.397212,3.422817150115325,0.8523368212473444,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_214_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(S(=O)(=O)O)cnc:12,-5.251094,-2.874203,2.376891,3.5070580325402254,0.8124965277953535,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_215_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(C(F)(F)F)cnc:12,-5.030536,-2.460437,2.570098,3.4137031094633024,0.8099822458502226,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_216_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(F)cnc:12,-4.911023,-2.266721,2.644303,3.406405313388195,0.8766763815848431,Thiophene,F,DHICA,Unmethlyated,4 - DHICA,thio
7_218_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(S)cnc:12,-4.855561,-2.143028,2.712533,3.554495139690925,0.8504380094744317,Thiophene,SH,DHICA,Unmethlyated,4 - DHICA,thio
7_219_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(Br)cnc:12,-4.959773,-2.358155,2.601617,3.3989998543311213,0.8735963828671056,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_221_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:occ2nc(C#N)cnc:12,-5.117864,-2.678135,2.439729,3.4256383039614784,0.7911525604953663,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_222_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:scc2sc(=S)sc:12,-5.292724,-1.973936,3.318788,3.4323755885497835,0.6472313669344365,Thiophene,none,DHICA,Unmethlyated,4 - DHICA,thio
7_308_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nc(C=O)cnc:12,-5.119031,-2.449301,2.66973,3.114838538313802,0.7980841017789687,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_309_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nc(S(=O)(=O)O)cnc:12,-5.340114,-2.651228,2.688885,3.2120765562701825,0.7853413419299937,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_310_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nc(C(F)(F)F)cnc:12,-5.150389,-2.286124,2.864265,3.121440708622684,0.8145583251682577,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_314_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nc(Br)cnc:12,-5.090478,-2.121419,2.969059,3.079953207807632,0.7954953543507789,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_317_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2nc(C#N)cnc:12,-5.296402,-2.50336,2.793042,3.1175742026494664,0.5766211496346552,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_322_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2ncc(C=O)nc:12,-5.16,-2.497239,2.662761,3.1030665103417743,0.8089893878225807,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_323_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2ncc(S(=O)(=O)O)nc:12,-5.185263,-2.330296,2.854967,3.215421141781757,0.8356939094546074,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_324_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2ncc(C(F)(F)F)nc:12,-5.13841,-2.268275,2.870135,3.098429207502444,0.7673150258447563,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_328_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2ncc(Br)nc:12,-5.187693,-2.098311,3.089382,3.053574842423016,0.5485977988921291,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_330_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cccc2ncc(C#N)nc:12,-5.152485,-2.538888,2.613597,3.0962063704816343,0.8156056807016103,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_335_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C=O)cc2nccnc:12,-5.146,-2.378512,2.767488,3.152705671180936,0.8030002771949092,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_336_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(S(=O)(=O)O)cc2nccnc:12,-5.286585,-2.429628,2.856957,3.15451957344718,0.8041550936673036,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_337_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C(F)(F)F)cc2nccnc:12,-5.184202,-2.230905,2.953297,3.129717482334409,0.8073260489142491,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_341_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(Br)cc2nccnc:12,-5.21204,-2.078703,3.133337,3.0714508039614774,0.5738239738236737,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_343_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:cc(C#N)cc2nccnc:12,-5.244919,-2.400124,2.844795,3.1333434334186983,0.8025055682374307,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
7_348_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C=O)ccc2nccnc:12,-5.36674,-2.340134,3.026607,3.1232105662858327,0.5365304868954145,Thiophene,carbonyl,DHICA,Unmethlyated,4 - DHICA,thio
7_349_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(S(=O)(=O)O)ccc2nccnc:12,-5.641822,-2.443102,3.198719,3.143636227666748,0.12084783339081712,Thiophene,Sulfonic Acid,DHICA,Unmethlyated,4 - DHICA,thio
7_350_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C(F)(F)F)ccc2nccnc:12,-5.240805,-2.198467,3.042338,3.1333026951798164,0.2548744769732588,Thiophene,Trifloro,DHICA,Unmethlyated,4 - DHICA,thio
7_354_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(Br)ccc2nccnc:12,-5.230954,-2.092525,3.138429,3.057300323192247,0.35123163194381385,Thiophene,Br,DHICA,Unmethlyated,4 - DHICA,thio
7_356_thio_A,COc1cc(-c2c(OC)c(OC)cc3[nH]c(C(=O)O)cc23)sc1C1:c(C#N)ccc2nccnc:12,-5.337642,-2.390432,2.94721,3.111824552299818,0.5401346474864398,Thiophene,cyanide,DHICA,Unmethlyated,4 - DHICA,thio
8_29_single_A,COc1cc2cc(C(=O)O)n(C)c2c(C2:c(OC(C)=O)ccc3nsnc:23)c1OC,-5.514527,-2.421623,3.092904,2.999877739874428,0.0005443124871833786,Single,Acetate,DHICA,Methylated,7 - DHICA,single
